time,unit_impulse,unit_step,rectangular_pulse,sine_wave,cosine_wave,square_wave,triangular_wave,sawtooth_wave,exponential_decay,complex_exponential_real,complex_exponential_imag,gaussian_pulse,sinc_function,chirp_signal,white_noise,impulse_train
0.011,0.0,0.0,0.0,0.33873792024529137,0.9408807689542255,1.0,-0.78,-0.89,0.8025187979624785,0.9408807689542255,0.33873792024529137,1.6990800420899825e-21,0.022476982540902097,0.3401681663407145,-0.6255916187427193,0.0
0.012,0.0,0.0,0.0,0.368124552684678,0.9297764858882513,1.0,-0.76,-0.88,0.7866278610665535,0.9297764858882513,0.368124552684678,2.0657367715490986e-21,0.0245668718178124,0.3698064329461629,-1.2542061963604878,0.0
0.013,0.0,0.0,0.0,0.39714789063478056,0.9177546256839811,1.0,-0.74,-0.87,0.7710515858035663,0.9177546256839811,0.39714789063478056,2.5105125936594477e-21,0.026664371952696327,0.3990960443316458,1.270838380642247,0.0
0.014,0.0,0.0,0.0,0.42577929156507266,0.9048270524660196,1.0,-0.72,-0.86,0.7557837414557255,0.9048270524660196,0.42577929156507266,3.049833359432183e-21,0.028769448945655224,0.4280065946845577,0.1375999754865067,0.0
0.015,0.0,0.0,0.0,0.45399049973954675,0.8910065241883679,1.0,-0.7,-0.85,0.7408182206817179,0.8910065241883679,0.45399049973954675,3.703531977652345e-21,0.03088206855810806,0.4565079432935363,0.8191083858501115,0.0
0.016,0.0,0.0,0.0,0.4817536741017153,0.8763066800438636,1.0,-0.6799999999999999,-0.84,0.7261490370736909,0.8763066800438636,0.4817536741017153,4.4955452089185905e-21,0.033002196313533363,0.4845702469951373,-0.21916165454897613,0.0
0.017,0.0,0.0,0.0,0.5090414157503713,0.8607420270039436,1.0,-0.6599999999999999,-0.83,0.7117703227626097,0.8607420270039436,0.5090414157503713,5.454750895420932e-21,0.03512979749822006,0.5121639925395957,-0.4209997284985874,0.0
0.018,0.0,0.0,0.0,0.5358267949789965,0.8443279255020152,1.0,-0.64,-0.8200000000000001,0.697676326071031,0.8443279255020152,0.5358267949789965,6.615973503989091e-21,0.03726483716202499,0.5392600288406837,0.47273654609341326,0.0
0.019,0.0,0.0,0.0,0.5620833778521306,0.8270805742745618,1.0,-0.62,-0.81,0.6838614092123558,0.8270805742745618,0.5620833778521306,8.02119130706306e-21,0.03940728011913801,0.5658295990744493,-1.6806228215751795,0.0
0.02,0.0,0.0,0.0,0.5877852522924731,0.8090169943749475,1.0,-0.6,-0.8,0.6703200460356393,0.8090169943749475,0.5877852522924731,9.72098502030078e-21,0.04155709094885441,0.5918443725914295,-0.14435344771977235,0.0
0.021,0.0,0.0,0.0,0.6129070536529765,0.7901550123756904,1.0,-0.58,-0.79,0.6570468198150567,0.7901550123756904,0.6129070536529765,1.1776275454323833e-20,0.04371423399635482,0.6172764766067803,0.2248581712385033,0.0
0.022,0.0,0.0,0.0,0.6374239897486896,0.7705132427757893,1.0,-0.56,-0.78,0.6440364210831414,0.7705132427757893,0.6374239897486896,1.4260406956101183e-20,0.04587867337349237,0.6420985276326518,-0.2724203328245317,0.0
0.023,0.0,0.0,0.0,0.6613118653236518,0.7501110696304596,1.0,-0.54,-0.77,0.631283645506926,0.7501110696304596,0.6613118653236518,1.7261644390538634e-20,0.048050372959587175,0.666283662617057,-0.5603124020240089,0.0
0.024,0.0,0.0,0.0,0.6845471059286887,0.7289686274214116,1.0,-0.52,-0.76,0.6187833918061408,0.7289686274214116,0.6845471059286887,2.0886164474088106e-20,0.05022929640222805,0.6898055697534464,-1.3656431679155527,0.0
0.025,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,1.0,-0.5,-0.75,0.6065306597126334,0.7071067811865476,0.7071067811865476,2.5261637809256925e-20,0.052415407118082215,0.7126385189252054,0.16922335723834941,0.0
0.026,0.0,0.0,0.0,0.7289686274214114,0.6845471059286887,1.0,-0.48,-0.74,0.5945205479701944,0.6845471059286887,0.7289686274214114,3.0541516442847473e-20,0.05460866829371078,0.7347573917493241,0.49965444631656397,0.0
0.027,0.0,0.0,0.0,0.7501110696304595,0.6613118653236519,1.0,-0.45999999999999996,-0.73,0.5827482523739896,0.6613118653236519,0.7501110696304595,3.691016372696099e-20,0.05680904288639293,0.7561377111835796,-0.10669257958244063,0.0
0.028,0.0,0.0,0.0,0.7705132427757893,0.6374239897486897,1.0,-0.43999999999999995,-0.72,0.5712090638488149,0.6374239897486897,0.7705132427757893,4.458898934501781e-20,0.059016493624956666,0.7767556706616869,0.7411882306434459,0.0
0.029,0.0,0.0,0.0,0.7901550123756904,0.6129070536529765,1.0,-0.41999999999999993,-0.71,0.559898366565402,0.6129070536529765,0.7901550123756904,5.3843783337193394e-20,0.06123098301061685,0.7965881627210383,-0.08910675774339182,0.0
0.03,0.0,0.0,0.0,0.8090169943749475,0.5877852522924731,1.0,-0.4,-0.7,0.5488116360940265,0.5877852522924731,0.8090169943749475,6.499347972070893e-20,0.06345247331782045,0.8156128070878603,-1.0542033897976215,0.0
