time,amplitude
0.0,1.0
0.001,0.9801986733067553
0.002,0.9607894391523232
0.003,0.9417645335842487
0.004,0.9231163463866358
0.005,0.9048374180359595
0.006,0.8869204367171575
0.007,0.8693582353988059
0.008,0.8521437889662113
0.009,0.835270211411272
0.01,0.8187307530779818
0.011,0.8025187979624785
0.012,0.7866278610665535
0.013,0.7710515858035663
0.014,0.7557837414557255
0.015,0.7408182206817179
0.016,0.7261490370736909
0.017,0.7117703227626097
0.018,0.697676326071031
0.019,0.6838614092123558
0.02,0.6703200460356393
0.021,0.6570468198150567
0.022,0.6440364210831414
0.023,0.631283645506926
0.024,0.6187833918061408
0.025,0.6065306597126334
0.026,0.5945205479701944
0.027,0.5827482523739896
0.028,0.5712090638488149
0.029,0.559898366565402
0.03,0.5488116360940265
0.031,0.5379444375946745
0.032,0.5272924240430485
0.033,0.5168513344916992
0.034,0.5066169923655895
0.035,0.49658530379140947
0.036,0.4867522559599717
0.037,0.4771139155210344
0.038,0.46766642700990924
0.039,0.4584060113052235
0.04,0.44932896411722156
0.041,0.44043165450599925
0.042,0.43171052342907973
0.043,0.4231620823177488
0.044,0.4147829116815814
0.045,0.4065696597405991
0.046,0.39851904108451414
0.047,0.3906278353585211
0.048,0.38289288597511206
0.049,0.37531109885139957
0.05,0.36787944117144233
0.051,0.3605949401730783
0.052,0.35345468195878016
0.053,0.3464558103300574
0.054,0.3395955256449391
0.055,0.33287108369807955
0.056,0.32627979462303947
0.057,0.31981902181630384
0.058,0.3134861808826053
0.059,0.30727873860113125
0.06,0.30119421191220214
0.061,0.2952301669240142
0.062,0.2893842179390506
0.063,0.2836540264997704
0.064,0.27803730045319414
0.065,0.2725317930340126
0.066,0.26713530196585034
0.067,0.261845668580326
0.068,0.2566607769535559
0.069,0.25157855305975646
0.07,0.24659696394160643
0.071,0.24171401689703645
0.072,0.23692775868212176
0.073,0.23223627472975883
0.074,0.22763768838381274
0.075,0.22313016014842982
0.076,0.21871188695221475
0.077,0.21438110142697794
0.078,0.21013607120076472
0.079,0.20597509820488344
0.08,0.20189651799465538
0.081,0.19789869908361465
0.082,0.19398004229089189
0.083,0.1901389801015205
0.084,0.18637397603940997
0.085,0.18268352405273466
0.086,0.17906614791149322
0.087,0.17552040061699686
0.088,0.17204486382305054
0.089,0.1686381472685955
0.09,0.16529888822158653
0.091,0.16202575093388075
0.092,0.15881742610692068
0.093,0.1556726303679973
0.094,0.15259010575688386
0.095,0.14956861922263504
0.096,0.14660696213035015
0.097,0.14370394977770293
0.098,0.140858420921045
0.099,0.13806923731089282
0.1,0.1353352832366127
0.101,0.13265546508012172
0.102,0.1300287108784259
0.103,0.12745396989482075
0.104,0.12493021219858241
0.105,0.1224564282529819
0.106,0.12003162851145673
0.107,0.11765484302177918
0.108,0.11532512103806251
0.109,0.11304153064044985
0.11,0.11080315836233387
0.111,0.10860910882495796
0.112,0.1064585043792528
0.113,0.104350484754765
0.114,0.10228420671553744
0.115,0.1002588437228037
0.116,0.09827358560436154
0.117,0.09632763823049303
0.118,0.09442022319630235
0.119,0.09255057751034329
0.12,0.09071795328941251
0.121,0.08892161745938634
0.122,0.0871608514619813
0.123,0.08543495096732123
0.124,0.08374322559219596
0.125,0.0820849986238988
0.126,0.08045960674953244
0.127,0.07886639979067495
0.128,0.07730474044329974
0.129,0.07577400402284548
0.13,0.07427357821433388
0.131,0.07280286282743559
0.132,0.07136126955638605
0.133,0.06994822174465536
0.134,0.06856315415427791
0.135,0.06720551273974976
0.136,0.06587475442640295
0.137,0.06457034689316847
0.138,0.0632917683596407
0.139,0.06203850737735829
0.14,0.06081006262521795
0.141,0.05960594270893937
0.142,0.05842566596450083
0.143,0.05726876026546736
0.144,0.056134762834133725
0.145,0.05502322005640723
0.146,0.05393368730035602
0.147,0.05286572873835037
0.148,0.05181891717272583
0.149,0.0507928338648985
0.15,0.049787068367863944
0.151,0.04880121836201296
0.152,0.04783488949419837
0.153,0.046887695219988486
0.154,0.045959256649044204
